DateTime,Temperature (°C),Humidity (%),Heat Index (°C),Wind Speed (m/s),Wind Direction (°),Pressure (hPa),Dust (µg/m³),Aerosol Optical Depth,PM2.5 (µg/m³),PM10 (µg/m³)
2023-01-01T00:00,23.1,42,20.9,14.1,356,1020.1,78.0,0.25,14.2,43.2
2023-01-01T01:00,23.2,40,20.6,15.8,348,1019.7,39.0,0.23,13.2,34.1
2023-01-01T02:00,22.8,41,20.2,15.7,344,1019.1,26.0,0.22,12.4,28.8
2023-01-01T03:00,22.5,42,20.1,15.0,350,1018.5,21.0,0.21,11.8,25.4
2023-01-01T04:00,22.1,41,19.4,15.4,349,1018.8,13.0,0.19,10.7,21.2
2023-01-01T05:00,22.3,41,19.3,17.5,352,1018.8,12.0,0.19,10.4,20.5
2023-01-01T06:00,22.1,41,18.9,18.6,351,1018.9,9.0,0.19,10.1,19.6
2023-01-01T07:00,22.0,42,18.8,19.4,345,1019.3,10.0,0.19,9.8,19.1
2023-01-01T08:00,23.2,40,20.0,19.9,347,1020.1,13.0,0.19,9.9,19.4
2023-01-01T09:00,24.9,37,21.7,19.7,351,1020.4,17.0,0.19,11.1,24.1
2023-01-01T10:00,26.3,34,23.1,20.5,359,1020.5,33.0,0.19,11.8,31.4
2023-01-01T11:00,27.9,30,25.2,18.0,12,1019.8,57.0,0.19,12.7,45.8
2023-01-01T12:00,29.1,28,26.8,19.2,13,1018.8,89.0,0.2,13.6,58.4
2023-01-01T13:00,30.1,26,27.8,19.8,10,1017.5,130.0,0.22,14.4,69.6
2023-01-01T14:00,30.3,25,28.9,12.4,26,1016.3,158.0,0.23,15.3,82.9
2023-01-01T15:00,28.9,34,28.3,9.4,108,1016.2,184.0,0.25,15.8,92.7
2023-01-01T16:00,28.3,39,27.2,13.8,97,1016.4,206.0,0.27,16.9,99.7
2023-01-01T17:00,25.8,62,26.7,13.3,128,1017.3,208.0,0.28,16.9,99.9
2023-01-01T18:00,24.7,68,26.7,7.1,131,1017.7,210.0,0.28,17.3,103.1
2023-01-01T19:00,24.1,69,26.8,2.0,135,1018.5,204.0,0.28,17.7,99.9
2023-01-01T20:00,24.0,70,26.8,1.1,342,1019.0,187.0,0.27,17.5,92.7
2023-01-01T21:00,23.3,63,24.8,3.9,338,1019.5,163.0,0.25,17.0,83.4
2023-01-01T22:00,22.8,47,22.1,6.6,338,1019.6,127.0,0.24,16.2,70.3
2023-01-01T23:00,23.0,41,21.1,11.0,349,1019.2,97.0,0.23,15.0,52.4
2023-01-02T00:00,23.0,43,20.6,15.8,359,1018.9,64.0,0.22,13.8,37.7
2023-01-02T01:00,22.7,44,20.3,16.2,356,1018.6,30.0,0.21,13.0,30.6
2023-01-02T02:00,22.2,45,20.1,14.5,353,1017.9,19.0,0.2,12.5,27.2
2023-01-02T03:00,21.9,46,19.8,13.9,350,1017.3,16.0,0.18,12.0,24.9
2023-01-02T04:00,22.3,43,19.8,15.6,353,1017.3,14.0,0.18,11.1,22.2
2023-01-02T05:00,22.5,43,19.7,17.3,358,1017.7,13.0,0.17,10.9,21.8
2023-01-02T06:00,22.4,43,19.6,17.3,358,1018.0,11.0,0.17,10.7,21.4
2023-01-02T07:00,22.3,43,19.5,17.3,356,1018.6,13.0,0.16,10.6,21.1
2023-01-02T08:00,23.6,39,20.8,17.3,356,1019.1,18.0,0.16,10.6,21.2
2023-01-02T09:00,25.7,35,22.8,18.4,354,1019.5,25.0,0.16,12.0,27.3
2023-01-02T10:00,27.5,31,23.9,22.7,2,1019.7,45.0,0.15,13.0,36.6
2023-01-02T11:00,29.0,28,25.9,22.1,6,1018.9,75.0,0.15,13.7,49.2
2023-01-02T12:00,30.2,26,27.7,20.8,10,1018.0,114.0,0.16,14.6,64.5
2023-01-02T13:00,31.1,24,29.5,17.2,16,1016.7,161.0,0.18,15.4,81.3
2023-01-02T14:00,30.9,27,30.3,11.1,65,1016.0,189.0,0.2,16.1,95.5
2023-01-02T15:00,28.7,46,28.9,15.6,130,1015.9,214.0,0.23,16.3,102.4
2023-01-02T16:00,26.3,54,26.8,11.4,145,1016.3,176.0,0.22,15.4,85.9
2023-01-02T17:00,25.6,56,26.9,6.4,153,1016.7,159.0,0.23,15.3,82.4
2023-01-02T18:00,24.4,60,26.1,2.9,240,1017.3,135.0,0.23,15.5,76.1
2023-01-02T19:00,24.2,62,25.7,4.7,293,1018.0,104.0,0.23,15.4,61.0
2023-01-02T20:00,24.1,64,26.0,3.4,302,1018.4,85.0,0.22,14.8,50.3
2023-01-02T21:00,23.5,66,25.2,4.8,283,1019.0,68.0,0.21,14.3,44.4
2023-01-02T22:00,23.1,62,23.9,6.5,289,1019.2,49.0,0.19,13.9,39.2
2023-01-02T23:00,22.4,52,22.1,5.9,313,1019.2,39.0,0.18,13.4,34.6
2023-01-03T00:00,22.0,45,20.9,6.3,336,1019.0,32.0,0.17,12.8,30.7
2023-01-03T01:00,21.8,45,20.4,8.6,345,1018.7,25.0,0.16,12.3,27.9
2023-01-03T02:00,22.2,45,20.4,12.1,350,1018.3,21.0,0.15,11.9,25.7
2023-01-03T03:00,22.2,51,20.6,14.6,350,1018.0,19.0,0.14,11.5,24.2
2023-01-03T04:00,22.4,54,21.5,12.6,360,1018.0,14.0,0.14,10.9,21.6
2023-01-03T05:00,22.0,59,21.5,11.1,347,1018.4,13.0,0.14,10.7,21.0
2023-01-03T06:00,21.6,63,21.4,11.0,341,1019.0,11.0,0.14,10.4,20.5
2023-01-03T07:00,21.3,68,21.4,10.6,336,1019.6,12.0,0.15,10.4,20.3
2023-01-03T08:00,23.4,62,23.8,10.5,338,1020.4,16.0,0.15,10.4,20.4
2023-01-03T09:00,25.9,53,26.4,10.1,356,1020.9,21.0,0.14,10.9,25.6
2023-01-03T10:00,28.0,42,27.7,10.8,26,1020.9,33.0,0.14,11.6,30.0
2023-01-03T11:00,29.1,36,29.5,7.3,70,1020.2,47.0,0.14,11.9,34.7
2023-01-03T12:00,29.0,44,30.3,11.0,148,1019.3,65.0,0.15,12.4,43.5
2023-01-03T13:00,28.4,55,30.6,14.8,166,1018.3,88.0,0.16,12.7,51.5
2023-01-03T14:00,27.3,62,28.8,20.8,154,1017.8,104.0,0.16,12.8,57.3
2023-01-03T15:00,25.8,63,27.1,14.4,148,1017.4,119.0,0.18,12.9,62.4
2023-01-03T16:00,25.4,62,26.5,11.7,137,1017.5,139.0,0.24,14.6,71.9
2023-01-03T17:00,25.0,61,25.9,10.7,135,1017.9,143.0,0.26,14.5,73.6
2023-01-03T18:00,23.9,66,25.5,6.3,121,1018.5,148.0,0.27,14.8,79.6
2023-01-03T19:00,23.1,72,25.2,4.5,76,1019.0,142.0,0.26,15.1,74.5
2023-01-03T20:00,22.9,75,25.6,1.9,22,1019.6,116.0,0.25,14.5,60.3
2023-01-03T21:00,23.0,73,25.0,6.0,287,1019.7,79.0,0.24,13.2,43.0
2023-01-03T22:00,23.2,68,24.5,8.0,280,1019.6,38.0,0.23,12.3,33.6
2023-01-03T23:00,22.9,64,23.8,6.6,292,1019.4,25.0,0.23,11.8,29.2
2023-01-04T00:00,23.2,57,24.0,3.6,323,1019.0,19.0,0.23,11.4,25.7
2023-01-04T01:00,22.0,61,22.7,4.7,328,1018.4,16.0,0.22,11.1,23.8
2023-01-04T02:00,21.3,63,21.7,6.3,329,1017.9,15.0,0.21,11.1,23.4
2023-01-04T03:00,21.0,66,21.4,6.8,335,1017.3,16.0,0.21,11.7,25.0
2023-01-04T04:00,21.1,67,21.6,7.4,331,1017.5,16.0,0.21,11.7,24.7
2023-01-04T05:00,21.1,68,21.7,7.2,333,1017.8,15.0,0.2,11.8,24.4
2023-01-04T06:00,20.9,69,21.3,8.4,335,1018.0,15.0,0.19,11.7,24.3
2023-01-04T07:00,20.9,69,21.1,10.7,340,1018.3,15.0,0.18,11.5,24.2
2023-01-04T08:00,23.1,60,23.4,9.4,358,1018.6,17.0,0.18,11.8,25.8
2023-01-04T09:00,25.2,50,25.3,8.4,50,1019.2,20.0,0.17,11.3,28.2
2023-01-04T10:00,26.2,50,27.0,6.4,128,1019.0,27.0,0.16,9.9,26.8
2023-01-04T11:00,27.1,50,27.7,12.6,178,1018.4,36.0,0.16,9.9,30.9
2023-01-04T12:00,27.1,56,27.9,19.0,190,1017.5,47.0,0.16,10.1,35.4
2023-01-04T13:00,27.0,58,28.5,18.4,183,1016.7,59.0,0.17,10.2,38.4
2023-01-04T14:00,26.0,62,28.2,12.3,165,1016.1,64.0,0.18,10.2,40.4
2023-01-04T15:00,25.2,61,27.3,6.5,161,1015.4,67.0,0.19,10.3,41.7
2023-01-04T16:00,25.7,58,27.2,6.5,109,1015.5,68.0,0.3,11.9,44.0
2023-01-04T17:00,26.0,57,27.1,9.0,119,1015.6,62.0,0.31,11.9,43.3
2023-01-04T18:00,25.3,61,26.7,8.2,139,1016.1,54.0,0.33,11.9,41.1
2023-01-04T19:00,24.7,66,26.7,5.8,187,1016.7,43.0,0.35,11.7,36.1
2023-01-04T20:00,24.3,70,26.8,3.6,217,1017.4,34.0,0.36,11.5,32.5
2023-01-04T21:00,23.8,72,26.3,4.7,266,1017.7,26.0,0.36,11.1,28.4
2023-01-04T22:00,23.6,74,25.6,7.7,281,1017.8,16.0,0.37,10.7,25.5
2023-01-04T23:00,23.2,76,25.1,9.0,286,1017.7,12.0,0.37,10.4,23.7
2023-01-05T00:00,22.1,80,24.3,6.4,317,1017.4,9.0,0.38,10.3,22.9
2023-01-05T01:00,21.2,82,23.2,6.3,347,1017.0,7.0,0.38,10.2,22.3
2023-01-05T02:00,20.9,77,22.0,8.8,341,1016.5,6.0,0.38,10.0,21.5
2023-01-05T03:00,20.6,71,20.9,9.7,333,1015.9,6.0,0.37,9.8,21.2
2023-01-05T04:00,20.8,72,21.4,8.9,339,1016.0,6.0,0.37,10.0,21.6
2023-01-05T05:00,20.9,72,21.5,8.9,339,1016.2,6.0,0.36,9.9,21.3
2023-01-05T06:00,20.3,76,21.0,8.9,339,1016.7,5.0,0.35,9.1,19.2
2023-01-05T07:00,19.8,77,20.4,9.2,339,1017.3,6.0,0.35,8.6,18.0
2023-01-05T08:00,21.8,68,22.8,6.7,344,1017.9,8.0,0.34,8.0,15.9
2023-01-05T09:00,24.2,61,26.2,1.1,180,1018.3,10.0,0.33,8.0,17.8
2023-01-05T10:00,25.3,58,26.5,7.6,175,1018.6,13.0,0.32,7.6,18.8
2023-01-05T11:00,25.8,59,27.3,10.9,174,1018.1,15.0,0.31,7.9,19.7
2023-01-05T12:00,25.9,60,28.0,11.8,168,1017.4,17.0,0.3,8.2,20.1
2023-01-05T13:00,26.1,56,28.2,11.0,157,1016.4,19.0,0.29,8.6,21.3
2023-01-05T14:00,26.2,55,28.1,10.5,142,1015.4,21.0,0.28,8.9,22.6
2023-01-05T15:00,26.2,55,27.7,8.7,120,1014.7,23.0,0.27,9.2,24.0
2023-01-05T16:00,26.9,55,27.6,11.8,121,1014.5,18.0,0.27,8.8,21.9
2023-01-05T17:00,26.6,56,27.2,12.6,127,1014.7,14.0,0.26,9.1,22.3
2023-01-05T18:00,25.6,60,26.5,11.2,130,1015.3,9.0,0.26,9.6,22.5
2023-01-05T19:00,25.1,62,25.9,12.4,116,1016.0,4.0,0.25,10.2,20.4
2023-01-05T20:00,24.8,63,25.4,14.2,111,1016.8,2.0,0.26,10.9,21.1
2023-01-05T21:00,24.3,67,25.1,13.7,113,1017.3,2.0,0.26,11.7,22.6
2023-01-05T22:00,24.0,68,25.1,11.3,112,1017.5,2.0,0.27,12.4,23.7
2023-01-05T23:00,23.6,69,25.1,8.5,102,1017.2,2.0,0.28,13.0,24.8
2023-01-06T00:00,22.7,73,24.6,5.9,104,1017.0,1.0,0.28,13.4,25.1
2023-01-06T01:00,22.2,75,24.3,5.0,90,1016.7,1.0,0.28,13.7,25.5
2023-01-06T02:00,22.1,75,24.0,5.2,74,1016.4,1.0,0.3,13.7,25.0
2023-01-06T03:00,21.8,76,23.6,5.5,67,1016.0,1.0,0.3,13.9,25.0
2023-01-06T04:00,20.6,79,22.0,7.1,300,1015.8,1.0,0.29,14.1,25.0
2023-01-06T05:00,21.3,73,22.1,9.1,304,1016.0,0.0,0.29,14.6,25.8
2023-01-06T06:00,20.9,72,21.5,9.4,310,1016.5,0.0,0.28,14.4,25.4
2023-01-06T07:00,20.7,71,21.0,10.0,322,1017.2,1.0,0.27,14.3,25.0
2023-01-06T08:00,22.5,63,23.0,7.9,344,1017.7,5.0,0.25,14.2,24.9
2023-01-06T09:00,23.5,59,24.2,7.0,12,1018.5,10.0,0.21,14.1,25.2
2023-01-06T10:00,24.5,58,25.9,4.2,59,1018.7,19.0,0.19,13.4,30.3
2023-01-06T11:00,26.3,53,26.2,15.5,121,1018.5,28.0,0.17,13.1,34.3
2023-01-06T12:00,26.3,55,26.1,17.2,127,1017.4,38.0,0.16,12.8,37.1
2023-01-06T13:00,26.5,54,26.8,15.0,125,1016.5,51.0,0.15,12.7,40.3
2023-01-06T14:00,27.1,51,27.5,15.6,124,1015.3,61.0,0.15,13.0,44.4
2023-01-06T15:00,26.5,54,26.4,15.9,129,1014.6,72.0,0.16,13.3,49.6
2023-01-06T16:00,25.8,56,25.7,15.2,126,1014.9,64.0,0.17,13.7,46.4
2023-01-06T17:00,25.4,57,25.8,11.7,99,1015.2,64.0,0.17,14.1,44.9
2023-01-06T18:00,25.3,57,25.9,10.1,92,1015.6,64.0,0.17,14.6,46.1
2023-01-06T19:00,25.0,59,26.0,8.4,97,1016.5,58.0,0.17,15.1,46.9
2023-01-06T20:00,24.7,61,25.9,7.6,98,1017.0,45.0,0.16,15.1,37.7
2023-01-06T21:00,24.4,63,25.6,7.6,82,1017.7,28.0,0.16,15.0,31.8
2023-01-06T22:00,23.8,65,25.1,7.2,63,1017.9,9.0,0.16,15.0,29.3
2023-01-06T23:00,23.2,67,24.5,7.1,30,1017.8,4.0,0.15,14.8,27.9
2023-01-07T00:00,22.8,67,23.8,8.7,5,1017.3,3.0,0.14,14.6,26.8
2023-01-07T01:00,22.4,67,23.0,10.0,345,1016.9,3.0,0.13,14.1,25.3
2023-01-07T02:00,22.0,69,22.5,10.8,339,1016.4,2.0,0.13,14.0,24.9
2023-01-07T03:00,21.5,71,21.8,12.2,336,1015.9,1.0,0.13,13.4,23.5
2023-01-07T04:00,20.7,75,20.9,13.2,331,1015.9,1.0,0.14,13.8,24.1
2023-01-07T05:00,20.8,75,21.1,12.9,333,1016.0,1.0,0.14,14.0,24.4
2023-01-07T06:00,20.7,75,21.0,12.7,335,1016.3,0.0,0.13,14.1,24.7
2023-01-07T07:00,20.6,76,20.9,12.6,333,1017.1,1.0,0.14,14.1,24.6
2023-01-07T08:00,22.3,68,22.9,10.5,333,1017.7,2.0,0.14,14.0,24.5
2023-01-07T09:00,23.7,63,25.4,3.3,13,1018.5,5.0,0.13,14.7,26.0
2023-01-07T10:00,24.7,60,25.7,8.5,126,1018.5,12.0,0.12,14.3,29.2
2023-01-07T11:00,25.2,59,26.1,10.5,128,1018.2,24.0,0.12,13.9,35.3
2023-01-07T12:00,26.0,54,26.9,10.5,131,1017.3,41.0,0.12,13.5,39.7
2023-01-07T13:00,26.4,50,27.3,10.7,140,1016.1,58.0,0.12,13.3,43.9
2023-01-07T14:00,26.4,51,27.2,12.7,137,1015.2,64.0,0.13,13.4,46.8
2023-01-07T15:00,26.4,52,27.2,10.4,124,1014.6,66.0,0.13,13.3,46.6
2023-01-07T16:00,25.8,51,26.0,10.2,122,1014.8,44.0,0.16,12.9,38.0
2023-01-07T17:00,25.5,53,26.3,6.4,117,1014.8,38.0,0.17,12.7,35.4
2023-01-07T18:00,24.9,56,26.1,4.3,90,1015.3,29.0,0.17,12.6,32.7
2023-01-07T19:00,24.4,59,25.3,7.7,41,1015.9,18.0,0.17,12.2,27.8
2023-01-07T20:00,23.9,63,24.6,10.3,29,1016.5,13.0,0.17,12.0,25.3
2023-01-07T21:00,23.1,66,23.7,10.9,9,1017.0,9.0,0.18,11.9,23.6
2023-01-07T22:00,22.2,69,22.7,11.3,351,1017.3,6.0,0.18,12.0,23.0
2023-01-07T23:00,21.4,73,21.7,12.4,338,1017.1,4.0,0.18,11.9,22.5
2023-01-08T00:00,20.7,76,21.2,11.8,337,1016.4,4.0,0.18,12.0,22.5
2023-01-08T01:00,20.2,78,20.8,10.5,338,1016.0,3.0,0.19,11.7,21.9
2023-01-08T02:00,19.9,79,20.6,9.8,343,1015.7,3.0,0.19,11.2,20.8
2023-01-08T03:00,19.9,79,20.6,9.6,347,1015.3,3.0,0.19,11.1,20.4
2023-01-08T04:00,19.9,77,20.5,9.1,351,1015.3,4.0,0.18,10.6,19.8
2023-01-08T05:00,20.3,76,20.9,10.0,345,1015.6,4.0,0.18,10.9,20.1
2023-01-08T06:00,20.2,76,20.6,10.9,343,1015.7,4.0,0.17,10.7,19.6
2023-01-08T07:00,19.8,77,20.2,10.6,342,1016.1,4.0,0.16,10.7,19.0
2023-01-08T08:00,21.5,69,22.1,8.2,345,1016.9,4.0,0.16,10.9,18.9
2023-01-08T09:00,24.0,60,25.5,3.7,11,1017.3,4.0,0.15,10.9,18.9
2023-01-08T10:00,25.2,56,26.3,5.8,150,1017.5,5.0,0.15,10.6,19.8
2023-01-08T11:00,25.6,55,26.4,12.2,161,1017.1,6.0,0.14,9.6,18.5
2023-01-08T12:00,25.6,55,27.0,12.0,147,1016.5,7.0,0.13,9.1,17.7
2023-01-08T13:00,26.0,53,27.9,9.8,126,1015.6,9.0,0.14,8.7,17.9
2023-01-08T14:00,26.7,53,28.3,10.7,110,1014.8,11.0,0.14,8.6,18.7
2023-01-08T15:00,27.0,52,27.7,12.2,118,1014.1,14.0,0.15,8.8,19.8
2023-01-08T16:00,25.7,56,26.5,9.1,108,1014.4,52.0,0.23,8.1,32.0
2023-01-08T17:00,25.7,58,26.8,8.7,85,1014.8,44.0,0.24,8.4,29.2
2023-01-08T18:00,24.9,62,26.3,7.6,82,1015.2,33.0,0.24,8.8,27.1
2023-01-08T19:00,24.2,64,25.7,6.7,54,1015.8,19.0,0.25,9.2,22.8
2023-01-08T20:00,23.9,65,25.0,8.5,28,1016.6,13.0,0.24,9.7,20.6
2023-01-08T21:00,23.4,66,24.6,8.1,13,1017.5,8.0,0.23,9.8,19.1
2023-01-08T22:00,22.7,68,23.7,9.0,355,1017.7,3.0,0.22,10.0,18.3
2023-01-08T23:00,21.7,74,22.6,10.7,340,1017.6,1.0,0.21,10.0,17.9
2023-01-09T00:00,21.0,77,21.9,10.6,332,1017.3,0.0,0.2,10.2,18.1
2023-01-09T01:00,20.7,77,21.6,10.0,330,1017.1,0.0,0.19,10.2,18.2
2023-01-09T02:00,20.4,76,21.1,9.5,331,1016.7,0.0,0.18,9.8,17.3
2023-01-09T03:00,19.7,77,20.3,8.9,328,1016.3,0.0,0.18,9.8,17.2
2023-01-09T04:00,19.5,74,19.7,9.5,331,1016.5,1.0,0.17,9.8,17.1
2023-01-09T05:00,19.6,66,19.1,10.4,340,1016.8,1.0,0.17,9.7,16.4
2023-01-09T06:00,19.6,61,18.5,11.5,340,1017.3,1.0,0.17,9.5,15.8
2023-01-09T07:00,19.4,62,18.2,12.0,339,1018.2,1.0,0.17,9.9,16.3
2023-01-09T08:00,21.3,56,20.4,10.7,340,1018.9,1.0,0.17,10.4,16.6
2023-01-09T09:00,24.1,56,24.5,7.9,3,1019.4,0.0,0.17,10.0,16.3
2023-01-09T10:00,25.1,55,26.2,4.7,58,1019.2,2.0,0.15,8.7,15.3
2023-01-09T11:00,25.8,52,27.0,7.6,121,1018.6,6.0,0.14,8.0,14.7
2023-01-09T12:00,26.2,53,27.7,11.5,134,1017.8,11.0,0.14,7.7,17.1
2023-01-09T13:00,26.6,53,28.4,11.8,128,1016.7,18.0,0.15,7.8,19.5
2023-01-09T14:00,27.3,52,28.8,13.3,128,1015.9,22.0,0.16,8.4,22.4
2023-01-09T15:00,27.2,52,27.7,15.1,142,1015.4,25.0,0.17,9.3,25.6
2023-01-09T16:00,26.0,55,26.5,11.7,133,1015.8,26.0,0.18,9.7,25.8
2023-01-09T17:00,25.7,57,26.1,12.6,103,1016.0,32.0,0.18,10.0,27.4
2023-01-09T18:00,25.2,59,25.8,12.1,107,1016.4,41.0,0.19,10.7,31.1
2023-01-09T19:00,24.8,62,25.8,10.9,98,1016.9,45.0,0.18,11.5,36.1
2023-01-09T20:00,24.4,65,25.9,8.1,77,1017.5,36.0,0.17,12.0,33.2
2023-01-09T21:00,24.4,65,26.0,6.7,54,1018.1,22.0,0.17,11.9,25.3
2023-01-09T22:00,24.0,67,25.6,7.2,37,1018.1,6.0,0.17,12.0,23.1
2023-01-09T23:00,23.4,69,24.7,9.5,25,1017.8,2.0,0.16,11.9,22.1
2023-01-10T00:00,22.8,70,24.0,9.5,9,1017.6,1.0,0.15,11.9,21.5
2023-01-10T01:00,22.3,72,23.2,10.1,354,1017.3,1.0,0.15,11.7,20.8
2023-01-10T02:00,21.5,74,22.2,11.4,342,1016.9,0.0,0.15,11.7,20.4
2023-01-10T03:00,20.7,78,21.0,13.4,333,1016.6,0.0,0.15,11.5,20.0
2023-01-10T04:00,20.4,80,21.1,11.9,331,1016.6,0.0,0.14,11.5,20.0
2023-01-10T05:00,20.2,80,20.9,11.1,335,1017.0,0.0,0.14,11.7,20.2
2023-01-10T06:00,20.1,80,20.7,11.2,339,1017.4,0.0,0.14,11.9,20.5
2023-01-10T07:00,20.0,81,20.6,11.2,339,1018.0,0.0,0.14,12.2,21.0
2023-01-10T08:00,21.7,73,22.7,9.7,345,1018.8,7.0,0.14,12.6,21.6
2023-01-10T09:00,23.4,66,24.7,7.5,17,1019.4,19.0,0.14,14.1,30.3
2023-01-10T10:00,24.7,61,26.2,5.0,111,1019.7,42.0,0.13,14.6,39.9
2023-01-10T11:00,25.5,57,26.6,8.0,153,1019.0,73.0,0.13,15.1,60.5
2023-01-10T12:00,26.3,53,27.9,10.1,153,1018.1,113.0,0.14,15.2,72.2
2023-01-10T13:00,26.8,52,28.3,12.1,150,1017.1,149.0,0.14,15.3,78.2
2023-01-10T14:00,26.7,52,27.5,13.3,161,1016.2,152.0,0.15,15.4,80.3
2023-01-10T15:00,26.5,52,26.9,13.1,171,1015.4,143.0,0.16,15.4,76.6
2023-01-10T16:00,26.1,57,26.8,11.6,164,1015.2,76.0,0.21,11.2,45.8
2023-01-10T17:00,25.5,59,26.5,10.0,165,1015.4,74.0,0.21,11.0,46.6
2023-01-10T18:00,24.7,64,26.3,6.9,152,1015.8,70.0,0.2,11.4,50.8
2023-01-10T19:00,24.2,67,26.3,4.2,121,1016.4,60.0,0.2,11.5,40.5
2023-01-10T20:00,23.6,70,26.0,2.9,60,1017.0,45.0,0.2,11.0,27.4
2023-01-10T21:00,22.9,72,24.9,5.0,360,1017.1,25.0,0.2,10.7,22.2
2023-01-10T22:00,22.3,74,23.7,8.3,342,1017.3,5.0,0.2,10.4,19.6
2023-01-10T23:00,21.3,76,22.2,10.2,337,1017.1,0.0,0.2,10.3,18.2
2023-01-11T00:00,20.5,78,21.1,11.4,336,1016.7,0.0,0.2,10.0,16.9
2023-01-11T01:00,20.1,78,20.6,11.3,338,1016.3,0.0,0.2,9.8,16.4
2023-01-11T02:00,19.8,79,20.3,10.8,334,1015.7,0.0,0.2,9.3,15.4
2023-01-11T03:00,19.6,79,20.1,10.6,336,1015.3,0.0,0.2,9.5,15.4
2023-01-11T04:00,19.6,75,19.8,10.2,337,1015.5,0.0,0.21,8.9,14.2
2023-01-11T05:00,19.4,75,19.7,9.6,340,1015.5,0.0,0.21,9.9,15.5
2023-01-11T06:00,19.0,76,19.2,9.2,339,1016.3,0.0,0.22,9.8,15.3
2023-01-11T07:00,18.7,74,18.7,8.9,339,1017.0,0.0,0.22,9.3,14.4
2023-01-11T08:00,21.0,62,21.2,6.5,341,1017.8,0.0,0.22,8.6,13.0
2023-01-11T09:00,23.1,65,25.0,1.1,270,1018.6,0.0,0.22,8.5,12.8
2023-01-11T10:00,24.5,62,25.9,5.8,187,1018.5,0.0,0.22,8.8,13.8
2023-01-11T11:00,25.5,57,26.8,10.8,178,1018.0,4.0,0.21,8.4,14.3
2023-01-11T12:00,25.8,55,27.0,14.3,168,1017.0,10.0,0.21,8.6,17.2
2023-01-11T13:00,25.1,61,27.2,12.9,153,1016.0,17.0,0.21,8.9,20.5
2023-01-11T14:00,24.8,64,27.6,8.4,133,1015.2,21.0,0.21,9.2,22.7
2023-01-11T15:00,25.0,63,27.3,7.0,102,1014.6,25.0,0.22,9.5,24.1
2023-01-11T16:00,24.2,65,25.9,6.0,115,1014.2,53.0,0.28,13.1,39.0
2023-01-11T17:00,23.8,66,25.6,4.0,80,1014.4,55.0,0.3,13.5,41.6
2023-01-11T18:00,22.8,69,24.5,4.8,13,1015.1,58.0,0.32,14.1,43.3
2023-01-11T19:00,22.0,73,23.1,9.2,349,1015.8,62.0,0.33,14.8,44.9
2023-01-11T20:00,21.8,76,23.4,7.6,352,1016.4,67.0,0.34,15.6,48.9
2023-01-11T21:00,21.8,77,23.9,4.4,351,1017.0,72.0,0.35,16.2,51.2
2023-01-11T22:00,21.9,77,24.2,2.7,337,1016.7,74.0,0.35,16.7,51.1
2023-01-11T23:00,22.0,70,23.6,3.5,336,1016.6,69.0,0.35,18.3,52.7
2023-01-12T00:00,21.5,61,21.8,5.9,349,1016.2,60.0,0.35,19.2,50.5
2023-01-12T01:00,22.4,53,21.6,10.8,358,1015.9,47.0,0.35,19.4,45.3
2023-01-12T02:00,22.9,57,21.9,14.8,3,1015.5,38.0,0.35,19.4,40.5
2023-01-12T03:00,22.6,59,21.8,14.4,4,1015.2,29.0,0.36,19.3,37.1
2023-01-12T04:00,22.2,59,21.4,13.3,360,1015.3,14.0,0.33,17.8,31.0
2023-01-12T05:00,21.8,60,20.9,14.5,353,1015.7,12.0,0.32,17.6,30.6
2023-01-12T06:00,21.7,61,20.6,16.4,351,1016.1,10.0,0.31,16.4,28.5
2023-01-12T07:00,21.5,62,20.1,18.6,351,1016.7,13.0,0.29,15.1,26.8
2023-01-12T08:00,22.5,58,20.5,22.0,350,1017.4,22.0,0.28,14.6,27.6
2023-01-12T09:00,24.1,52,21.6,24.9,349,1017.7,35.0,0.26,14.8,35.3
2023-01-12T10:00,25.9,44,23.3,23.9,353,1017.9,60.0,0.26,14.1,43.4
2023-01-12T11:00,27.7,39,26.0,20.2,360,1017.2,85.0,0.25,14.3,55.8
2023-01-12T12:00,29.1,34,27.9,19.2,6,1016.3,115.0,0.26,14.8,67.5
2023-01-12T13:00,30.0,30,28.3,21.4,8,1015.0,156.0,0.28,15.3,78.9
2023-01-12T14:00,30.5,28,28.4,21.1,9,1014.1,188.0,0.29,15.8,90.6
2023-01-12T15:00,30.4,27,28.2,17.7,20,1013.7,221.0,0.31,16.3,103.4
2023-01-12T16:00,27.9,52,28.8,11.8,117,1014.0,243.0,0.39,18.0,113.4
2023-01-12T17:00,26.6,65,28.8,9.4,122,1014.7,258.0,0.41,18.4,118.7
2023-01-12T18:00,25.6,71,28.7,4.7,113,1015.4,279.0,0.43,19.4,128.5
2023-01-12T19:00,25.5,65,28.1,3.5,24,1015.8,286.0,0.42,20.9,132.7
2023-01-12T20:00,26.0,38,24.5,11.9,5,1016.2,258.0,0.41,21.2,127.1
2023-01-12T21:00,25.3,40,23.1,16.2,357,1016.0,213.0,0.38,20.2,105.0
2023-01-12T22:00,24.6,41,21.5,22.1,353,1015.9,152.0,0.35,18.5,81.3
2023-01-12T23:00,24.1,41,20.3,26.3,358,1015.5,112.0,0.33,16.6,58.8
2023-01-13T00:00,23.7,41,19.8,26.7,355,1015.4,71.0,0.3,14.8,40.4
